park,type,name_ja,official_url,mobile_order,priority_seating,verified_on
東京ディズニーランド,レストラン,スクウィーザーズ・トロピカル・ジュースバー,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/334/,true,false,2026-08-03
東京ディズニーランド,レストラン,センターストリート・コーヒーハウス,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/306/,false,true,2026-08-03
東京ディズニーランド,レストラン,チャイナボイジャー,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/332/,false,false,2026-08-03
東京ディズニーランド,レストラン,トゥモローランド・テラス,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/357/,true,false,2026-08-03
東京ディズニーランド,レストラン,トゥーントーン・トリート,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/364/,false,false,2026-08-03
東京ディズニーランド,レストラン,トルバドールタバン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/347/,true,false,2026-08-03
東京ディズニーランド,レストラン,ハングリー ベア レストラン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/338/,true,false,2026-08-03
東京ディズニーランド,レストラン,パン・ギャラクティック・ピザ・ポート,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/353/,false,false,2026-08-03
東京ディズニーランド,レストラン,パークサイドワゴン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/305/,false,false,2026-08-03
東京ディズニーランド,レストラン,ヒューイ・デューイ・ルーイのグッドタイム・カフェ,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/362/,true,false,2026-08-03
東京ディズニーランド,レストラン,ビッグポップ,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/293/,true,false,2026-08-03
東京ディズニーランド,レストラン,フレッシュフルーツオアシス,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/330/,false,false,2026-08-03
東京ディズニーランド,レストラン,フードブース（トゥモローランド側）,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/495/,false,false,2026-08-03
東京ディズニーランド,レストラン,ブルーバイユー・レストラン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/318/,false,true,2026-08-03
東京ディズニーランド,レストラン,プラザパビリオン・レストラン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/335/,false,false,2026-08-03
東京ディズニーランド,レストラン,プラズマ・レイズ・ダイナー,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/352/,true,false,2026-08-03
東京ディズニーランド,レストラン,ペコスビル・カフェ,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/337/,true,false,2026-08-03
東京ディズニーランド,レストラン,ボイラールーム・バイツ,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/333/,true,false,2026-08-03
東京ディズニーランド,レストラン,ポッピングポッド,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/377/,false,false,2026-08-03
東京ディズニーランド,レストラン,ポリネシアンテラス・レストラン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/326/,false,false,2026-08-03
東京ディズニーランド,レストラン,ラケッティのラクーンサルーン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/345/,true,false,2026-08-03
東京ディズニーランド,レストラン,ラケッティのラグーンサルーン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/345/,false,false,2026-08-03
東京ディズニーランド,レストラン,ラ・タベルヌ・ド・ガストン,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/290/,false,false,2026-08-03
東京ディズニーランド,レストラン,リフレッシュメントコーナー,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/303/,true,false,2026-08-03
東京ディズニーランド,レストラン,ル・フウズ,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/291/,false,false,2026-08-03
東京ディズニーランド,レストラン,ル・プティポッパー,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/292/,false,false,2026-08-03
東京ディズニーランド,レストラン,ロイヤルストリート・ベランダ,https://www.tokyodisneyresort.jp/tdl/restaurant/detail/322/,false,false,2026-08-03
